indexx0,x1,layer,weight,rho,delta,nh,isSeed,clusterId
95758,99.73,-63.3,95,1,19,999,-1,0,-1
95759,-37.86,58.32,95,1,23,999,-1,0,-1
95760,85.31,-41.78,95,1,13,999,-1,0,-1
95761,152.76,-114.31,95,1,26.5,999,-1,1,20316
95762,-116.44,193.23,95,1,4.5,999,-1,0,-1
95763,137.08,-101.83,95,1,30.5,999,-1,1,20317
95764,-29.99,-114.9,95,1,5,999,-1,0,-1
95765,162.66,-132.59,95,1,24,999,-1,0,-1
95766,-59.23,80.73,95,1,31,999,-1,1,20318
95767,-43.39,-84.43,95,1,11,999,-1,0,-1
95768,-78.16,123.96,95,1,23.5,999,-1,0,-1
95769,-43.68,52.57,95,1,21.5,999,-1,0,-1
95770,146.5,-125.96,95,1,20,999,-1,0,-1
95771,-60.7,90.08,95,1,28,999,-1,1,20319
95772,-71.42,-40.14,95,1,22,999,-1,0,-1
95773,97.67,-64.23,95,1,18,999,-1,0,-1
95774,-138.64,68.28,95,1,8.5,999,-1,0,-1
95775,-79.87,119.4,95,1,27.5,999,-1,1,20320
95776,-70.35,110.17,95,1,22,999,-1,0,-1
95777,179.38,-129.53,95,1,15,999,-1,0,-1
95778,166.15,-152.37,95,1,23.5,999,-1,0,-1
95779,-131.54,62.85,95,1,10,999,-1,0,-1
95780,-103.64,12.99,95,1,25,999,-1,1,20321
95781,191.07,-172.27,95,1,17.5,999,-1,0,-1
95782,149.89,-130.69,95,1,16,999,-1,0,-1
95783,-63.5,81.92,95,1,29,999,-1,1,20322
95784,-98.48,14.71,95,1,23.5,999,-1,0,-1
95785,121.84,-73.47,95,1,23.5,999,-1,0,-1
95786,156,-142.19,95,1,22,999,-1,0,-1
95787,-97.83,-25.63,95,1,14.5,999,-1,0,-1
95788,169.83,-138.32,95,1,24,999,-1,0,-1
95789,158.93,-139.5,95,1,25.5,999,-1,1,20323
95790,-130.68,41.1,95,1,15,999,-1,0,-1
95791,75.04,-32.95,95,1,10,999,-1,0,-1
95792,79.52,-40.63,95,1,9,999,-1,0,-1
95793,137.08,-113.55,95,1,27,999,-1,1,20324
95794,-3.81,-132.23,95,1,4,999,-1,0,-1
95795,210.47,-189.61,95,1,7.5,999,-1,0,-1
95796,-104.51,8.46,95,1,27,999,-1,1,20325
95797,71.06,-65.54,95,1,2,999,-1,0,-1
95798,-84.66,-40.72,95,1,15.5,999,-1,0,-1
95799,219.78,-211.11,95,1,6,999,-1,0,-1
95800,-48.9,-99.97,95,1,4.5,999,-1,0,-1
95801,-99.26,8.75,95,1,27,999,-1,1,20326
95802,-110.91,106.6,95,1,9.5,999,-1,0,-1
95803,124.92,-79.6,95,1,29,999,-1,1,20327
95804,155.75,-128.57,95,1,27,999,-1,1,20328
95805,-111.06,-10.21,95,1,11.5,999,-1,0,-1
95806,-43.63,83.36,95,1,19,999,-1,0,-1
95807,133.68,-86.22,95,1,28.5,999,-1,1,20329
95808,-99.3,-12.69,95,1,21.5,999,-1,0,-1
95809,-38.62,61.58,95,1,25.5,999,-1,1,20330
95810,-101.98,116.36,95,1,22,999,-1,0,-1
95811,98.73,-79.06,95,1,14,999,-1,0,-1
95812,-64.02,79.15,95,1,27.5,999,-1,1,20331
95813,-76.26,-26.54,95,1,24.5,999,-1,0,-1
95814,-109.64,20.62,95,1,26.5,999,-1,1,20332
95815,-82.52,-39.98,95,1,17,999,-1,0,-1
95816,-92.24,9.42,95,1,23.5,999,-1,0,-1
95817,-124.75,38.94,95,1,21,999,-1,0,-1
95818,-128.37,30.44,95,1,15.5,999,-1,0,-1
95819,106.92,-72.13,95,1,25.5,999,-1,1,20333
95820,-34.46,26.45,95,1,15,999,-1,0,-1
95821,-133.63,42.85,95,1,15,999,-1,0,-1
95822,-22.32,-106.69,95,1,7,999,-1,0,-1
95823,201.2,-223.14,95,1,3,999,-1,0,-1
95824,120.92,-96.95,95,1,22,999,-1,0,-1
95825,-107.25,-36.15,95,1,2.5,999,-1,0,-1
95826,-157.83,67.13,95,1,5.5,999,-1,0,-1
95827,124.41,-86.95,95,1,30,999,-1,1,20334
95828,153.16,-93.45,95,1,19,999,-1,0,-1
95829,-73,-47.86,95,1,20.5,999,-1,0,-1
95830,-27.78,42.15,95,1,21,999,-1,0,-1
95831,63.24,11.7,95,1,2.5,999,-1,0,-1
95832,-124.29,70.71,95,1,6.5,999,-1,0,-1
95833,-79.66,2.71,95,1,15.5,999,-1,0,-1
95834,148.25,-115.06,95,1,24.5,999,-1,0,-1
95835,-114.24,53.92,95,1,12,999,-1,0,-1
95836,166.74,-168.46,95,1,13,999,-1,0,-1
95837,-47.15,75.85,95,1,29.5,999,-1,1,20335
95838,-54.25,-47.49,95,1,22.5,999,-1,0,-1
95839,-114.71,7.52,95,1,20.5,999,-1,0,-1
95840,120,-100.28,95,1,19,999,-1,0,-1
95841,192.81,-183.38,95,1,12,999,-1,0,-1
95842,-48,42.9,95,1,15,999,-1,0,-1
95843,115.63,-47.24,95,1,12.5,999,-1,0,-1
95844,-86.94,-1.02,95,1,25.5,999,-1,1,20336
95845,197.33,-179.55,95,1,14,999,-1,0,-1
95846,-49.06,-73.96,95,1,13.5,999,-1,0,-1
95847,-94.51,109.8,95,1,24.5,999,-1,0,-1
95848,53.21,-15.63,95,1,2,999,-1,0,-1
95849,101.74,-69.39,95,1,19.5,999,-1,0,-1
95850,55.74,-18.19,95,1,3,999,-1,0,-1
95851,220.95,-211.45,95,1,5.5,999,-1,0,-1
95852,-150.69,83.54,95,1,8.5,999,-1,0,-1
95853,-129.06,54.7,95,1,15.5,999,-1,0,-1
95854,-57.06,-25.33,95,1,18.5,999,-1,0,-1
95855,-130.06,46.46,95,1,15.5,999,-1,0,-1
95856,165.19,-147.48,95,1,24.5,999,-1,0,-1
95857,35.73,-33.54,95,1,3,999,-1,0,-1
95858,-35.47,34.09,95,1,14,999,-1,0,-1
95859,-181.59,117.76,95,1,5,999,-1,0,-1
95860,115.26,-87.22,95,1,24,999,-1,0,-1
95861,147.4,-102.5,95,1,27,999,-1,1,20337
95862,159.25,-143.8,95,1,23.5,999,-1,0,-1
95863,141.89,-116.42,95,1,25,999,-1,1,20338
95864,-19.78,51.15,95,1,17,999,-1,0,-1
95865,-42.2,82.83,95,1,18,999,-1,0,-1
95866,-25.79,26.56,95,1,16.5,999,-1,0,-1
95867,2.62,8.96,95,1,9.5,999,-1,0,-1
95868,-127.27,144.27,95,1,7.5,999,-1,0,-1
95869,-37.07,58.36,95,1,22.5,999,-1,0,-1
95870,-16.76,20.83,95,1,15,999,-1,0,-1
95871,208.11,-219.9,95,1,5,999,-1,0,-1
95872,-19.43,41.23,95,1,16,999,-1,0,-1
95873,-70.23,96.6,95,1,27,999,-1,1,20339
95874,-106.73,31.27,95,1,23,999,-1,0,-1
95875,-70.27,-28.62,95,1,27,999,-1,1,20340
95876,-69.85,-34.56,95,1,28,999,-1,1,20341
95877,-115.72,156.07,95,1,11.5,999,-1,0,-1
95878,-62.84,-56.79,95,1,17.5,999,-1,0,-1
95879,-99.89,-17.34,95,1,17.5,999,-1,0,-1
95880,142.89,-104.52,95,1,28.5,999,-1,1,20342
95881,119.78,-80.64,95,1,25,999,-1,1,20343
95882,-68.14,65.95,95,1,17.5,999,-1,0,-1
95883,81.4,-19.86,95,1,12,999,-1,0,-1
95884,-78.6,97.73,95,1,28.5,999,-1,1,20344
95885,-122.84,186.27,95,1,5.5,999,-1,0,-1
95886,-72.3,126.32,95,1,17,999,-1,0,-1
95887,-87.52,114.2,95,1,29.5,999,-1,1,20345
95888,-79.31,107.28,95,1,30.5,999,-1,1,20346
95889,208.23,-190.43,95,1,7.5,999,-1,0,-1
95890,-66.01,76.49,95,1,26.5,999,-1,1,20347
95891,94.41,-26.28,95,1,12.5,999,-1,0,-1
95892,-82.29,-24.14,95,1,27,999,-1,1,20348
95893,-97.49,149.32,95,1,13.5,999,-1,0,-1
95894,-27.08,38.73,95,1,17.5,999,-1,0,-1
95895,105.94,-67.41,95,1,24.5,999,-1,0,-1
95896,167.69,-92.98,95,1,5,999,-1,0,-1
95897,211.85,-219.4,95,1,5.5,999,-1,0,-1
95898,-134.07,155.09,95,1,7,999,-1,0,-1
95899,-50.15,-40.45,95,1,20.5,999,-1,0,-1
95900,44.01,-61.68,95,1,1,999,-1,0,-1
95901,52.36,25.76,95,1,2,999,-1,0,-1
95902,125.57,88.26,95,1,1,999,-1,0,-1
95903,183.77,14.83,95,1,1,999,-1,0,-1
95904,-109.74,-2.87,95,1,23,999,-1,0,-1
95905,-184.57,-46.87,95,1,1,999,-1,0,-1
95906,34.42,172.28,95,1,1,999,-1,0,-1
95907,217.08,-6.87,95,1,1,999,-1,0,-1
95908,177.13,-126.96,95,1,15.5,999,-1,0,-1
95909,69.31,-129.86,95,1,1,999,-1,0,-1
95910,-170.31,-200.17,95,1,1,999,-1,0,-1
95911,-193.65,103.88,95,1,3.5,999,-1,0,-1
95912,162.04,52.65,95,1,1,999,-1,0,-1
95913,-61.33,165.6,95,1,2,999,-1,0,-1
95914,127.75,30.64,95,1,1,999,-1,0,-1
95915,1.01,-14.19,95,1,5,999,-1,0,-1
95916,-133.25,-83.57,95,1,1,999,-1,0,-1
95917,211.3,45.73,95,1,1,999,-1,0,-1
95918,-58.32,172.37,95,1,2,999,-1,0,-1
95919,127.6,-99.3,95,1,25.5,999,-1,1,20349
95920,-214.47,59.04,95,1,1.5,999,-1,0,-1
95921,0.46,-197.55,95,1,1,999,-1,0,-1
95922,-66.3,-122.87,95,1,1,999,-1,0,-1
95923,-45.56,-129.41,95,1,1,999,-1,0,-1
95924,-226.38,76.71,95,1,1,999,-1,0,-1
95925,-23.03,-196.23,95,1,1,999,-1,0,-1
95926,195.42,183.78,95,1,1,999,-1,0,-1
95927,-27.82,146.4,95,1,1,999,-1,0,-1
95928,44.11,-95.74,95,1,1.5,999,-1,0,-1
95929,91.53,95.38,95,1,1,999,-1,0,-1
95930,-192.15,132.08,95,1,3.5,999,-1,0,-1
95931,-127.96,-46.82,95,1,1.5,999,-1,0,-1
95932,-68.66,-178.72,95,1,1,999,-1,0,-1
95933,-192.82,-183.15,95,1,1.5,999,-1,0,-1
95934,-203.91,-200.89,95,1,1,999,-1,0,-1
95935,200.27,-166.43,95,1,12,999,-1,0,-1
95936,149.04,184.05,95,1,1,999,-1,0,-1
95937,223.7,12.19,95,1,1,999,-1,0,-1
95938,-94.43,-147.94,95,1,1.5,999,-1,0,-1
95939,82.55,-73.11,95,1,6.5,999,-1,0,-1
95940,-108.18,-155.39,95,1,1.5,999,-1,0,-1
95941,-73.38,-212.5,95,1,1.5,999,-1,0,-1
95942,-126.2,120.69,95,1,5,999,-1,0,-1
95943,-166.17,18.55,95,1,1,999,-1,0,-1
95944,153.99,-2.08,95,1,1.5,999,-1,0,-1
95945,203.95,99.94,95,1,1.5,999,-1,0,-1
95946,159.99,212.82,95,1,1,999,-1,0,-1
95947,34.04,-106.46,95,1,1.5,999,-1,0,-1
95948,-207.45,139.97,95,1,2,999,-1,0,-1
95949,-7.73,-150.14,95,1,3,999,-1,0,-1
95950,72.18,102.72,95,1,1,999,-1,0,-1
95951,31.48,78.82,95,1,1.5,999,-1,0,-1
95952,-97.11,-98.03,95,1,1.5,999,-1,0,-1
95953,-133.77,104.44,95,1,1.5,999,-1,0,-1
95954,184.19,71.99,95,1,1,999,-1,0,-1
95955,171.77,180.51,95,1,1,999,-1,0,-1
95956,-137.24,-52,95,1,1.5,999,-1,0,-1
95957,127.02,206.97,95,1,1,999,-1,0,-1
95958,-54.22,10.32,95,1,3,999,-1,0,-1
95959,-27.48,-225.55,95,1,1,999,-1,0,-1
95960,81.8,-29.17,95,1,13,999,-1,0,-1
95961,135.12,-95.89,95,1,29.5,999,-1,1,20350
95962,226.85,-121.49,95,1,1,999,-1,0,-1
95963,89.18,14.01,95,1,2,999,-1,0,-1
95964,-91.85,-215.51,95,1,1,999,-1,0,-1
95965,135.59,-229.99,95,1,1,999,-1,0,-1
95966,-40.97,120.56,95,1,1.5,999,-1,0,-1
95967,-1.7,-139.52,95,1,4,999,-1,0,-1
95968,28.44,-204.93,95,1,2,999,-1,0,-1
95969,106.43,72.95,95,1,1,999,-1,0,-1
95970,-87.56,217.49,95,1,1,999,-1,0,-1
95971,-202.65,-20.84,95,1,1.5,999,-1,0,-1
95972,-206.35,-124.76,95,1,1,999,-1,0,-1
95973,-86.88,-95.79,95,1,1.5,999,-1,0,-1
95974,123.55,-39.19,95,1,4,999,-1,0,-1
95975,-22.69,179.58,95,1,1,999,-1,0,-1
95976,-119.64,7.3,95,1,11.5,999,-1,0,-1
95977,-94.16,-62.78,95,1,1,999,-1,0,-1
95978,110.24,-151.08,95,1,1,999,-1,0,-1
95979,-162.03,-32.8,95,1,1,999,-1,0,-1
95980,-195.39,-170.06,95,1,1.5,999,-1,0,-1
95981,-60.16,-227.72,95,1,1,999,-1,0,-1
95982,171.95,154.8,95,1,2,999,-1,0,-1
95983,-213.56,57.17,95,1,1.5,999,-1,0,-1
95984,-56.83,176.6,95,1,2,999,-1,0,-1
95985,41.77,-206.16,95,1,2,999,-1,0,-1
95986,34.79,-221.08,95,1,1.5,999,-1,0,-1
95987,138.3,-13.28,95,1,1.5,999,-1,0,-1
95988,-101.23,11.16,95,1,25.5,999,-1,1,20351
95989,133.83,-51.66,95,1,4.5,999,-1,0,-1
95990,-27.7,-75.9,95,1,10,999,-1,0,-1
95991,-4.1,-171.64,95,1,1,999,-1,0,-1
95992,167.22,143.53,95,1,1.5,999,-1,0,-1
95993,-88.39,179.01,95,1,1,999,-1,0,-1
95994,22.45,73.84,95,1,1.5,999,-1,0,-1
95995,84.03,-154.88,95,1,1,999,-1,0,-1
95996,203.62,87.55,95,1,1.5,999,-1,0,-1
95997,108.69,-23.25,95,1,5,999,-1,0,-1
95998,185.02,141.46,95,1,2,999,-1,0,-1
95999,-212.27,-34.71,95,1,1.5,999,-1,0,-1
96000,-51.86,-64.09,96,1,16,999,-1,0,-1
96001,171.87,-154.07,96,1,23.5,999,-1,0,-1
96002,-108.29,15.32,96,1,25,999,-1,1,20352
96003,175.75,-161.11,96,1,20,999,-1,0,-1
96004,-111.26,129.91,96,1,12.5,999,-1,0,-1
96005,165.02,-115.51,96,1,17,999,-1,0,-1
96006,-53.66,61.4,96,1,25.5,999,-1,1,20353
96007,-139.17,188.11,96,1,5,999,-1,0,-1
96008,-110.05,32.22,96,1,22,999,-1,0,-1
96009,175.94,-159.84,96,1,22.5,999,-1,0,-1
96010,-103.8,13.96,96,1,24,999,-1,0,-1
96011,181.01,-188.69,96,1,8,999,-1,0,-1
96012,-101.71,22.5,96,1,24,999,-1,0,-1
96013,-116.16,127.68,96,1,10.5,999,-1,0,-1
96014,-79.17,88.97,96,1,20.5,999,-1,0,-1
96015,-16.93,21.15,96,1,14.5,999,-1,0,-1
96016,-65.61,-69.2,96,1,8,999,-1,0,-1
96017,76.04,-9.57,96,1,7.5,999,-1,0,-1
96018,-100.32,12.87,96,1,24.5,999,-1,0,-1
96019,168.81,-122.36,96,1,18.5,999,-1,0,-1
96020,-37.49,61.72,96,1,24.5,999,-1,0,-1
96021,-78.55,91.43,96,1,23,999,-1,0,-1
96022,-111.72,159.34,96,1,9.5,999,-1,0,-1
96023,106.52,-85.72,96,1,15.5,999,-1,0,-1
96024,-92.02,106.33,96,1,25,999,-1,1,20354
96025,-110.99,0.48,96,1,21,999,-1,0,-1
96026,167.88,-132.26,96,1,25.5,999,-1,1,20355
96027,-63.53,-55.65,96,1,17.5,999,-1,0,-1
96028,-97.34,132.28,96,1,19,999,-1,0,-1
96029,219.79,-213.65,96,1,5.5,999,-1,0,-1
96030,-28.96,-3.64,96,1,2,999,-1,0,-1
96031,84.57,-47.62,96,1,10,999,-1,0,-1
96032,-103.57,36.51,96,1,17.5,999,-1,0,-1
96033,-24.9,18.55,96,1,12,999,-1,0,-1
96034,175.83,-140.58,96,1,22,999,-1,0,-1
96035,154.07,-122.77,96,1,23,999,-1,0,-1
96036,-140.31,48.16,96,1,8.5,999,-1,0,-1
96037,190.81,-166.44,96,1,16,999,-1,0,-1
96038,-4.19,16.84,96,1,12.5,999,-1,0,-1
96039,-94.04,-13.05,96,1,25.5,999,-1,1,20356
96040,95.24,-58.56,96,1,18.5,999,-1,0,-1
96041,-53.8,51.74,96,1,18,999,-1,0,-1
96042,187.09,-158.93,96,1,18.5,999,-1,0,-1
96043,127.22,-77.22,96,1,25,999,-1,1,20357
96044,186.61,-172.35,96,1,17,999,-1,0,-1
96045,-101.16,131.1,96,1,18.5,999,-1,0,-1
96046,-72.95,83.15,96,1,25,999,-1,1,20358
96047,-97.06,-5.18,96,1,27,999,-1,1,20359
96048,-161.15,104.19,96,1,7,999,-1,0,-1
96049,-10.02,9.48,96,1,12,999,-1,0,-1
96050,-126.79,62.31,96,1,11,999,-1,0,-1
96051,-43.89,-59.22,96,1,15.5,999,-1,0,-1
96052,-98.46,-5.84,96,1,27.5,999,-1,1,20360
96053,-73.14,-15.79,96,1,19,999,-1,0,-1
96054,160.67,-86.58,96,1,6,999,-1,0,-1
96055,-55.9,-57.92,96,1,19,999,-1,0,-1
96056,-96.79,15.95,96,1,24.5,999,-1,0,-1
96057,25.75,34.99,96,1,1,999,-1,0,-1
96058,-160.73,101.17,96,1,7,999,-1,0,-1
96059,-82.12,112.96,96,1,29,999,-1,1,20361
96060,183.96,-153.18,96,1,18.5,999,-1,0,-1
96061,-44.71,71.94,96,1,24.5,999,-1,0,-1
96062,-59.66,92.9,96,1,25.5,999,-1,1,20362
96063,-60.87,94.89,96,1,24,999,-1,0,-1
96064,-97.49,2.79,96,1,28.5,999,-1,1,20363
96065,-18.16,29.48,96,1,17,999,-1,0,-1
96066,-43.31,-56.36,96,1,14.5,999,-1,0,-1
96067,-49.27,74.55,96,1,27,999,-1,1,20364
96068,166.78,-105.16,96,1,11.5,999,-1,0,-1
96069,-76.4,114.46,96,1,26.5,999,-1,1,20365
96070,-85.1,126.03,96,1,25.5,999,-1,1,20366
96071,131.02,-77.86,96,1,22,999,-1,0,-1
96072,-74.89,-41.02,96,1,21.5,999,-1,0,-1
96073,-72.81,116.09,96,1,23.5,999,-1,0,-1
96074,-1.31,17.28,96,1,11,999,-1,0,-1
96075,-108.14,40.38,96,1,21,999,-1,0,-1
96076,167.1,-125.66,96,1,23.5,999,-1,0,-1
96077,-139.62,40.72,96,1,12.5,999,-1,0,-1
96078,-87.89,103.52,96,1,26.5,999,-1,1,20367
96079,-93.73,125.53,96,1,26.5,999,-1,1,20368
96080,116.97,-82.76,96,1,26.5,999,-1,1,20369
96081,-103.69,36.7,96,1,17.5,999,-1,0,-1
96082,-34.76,51.54,96,1,24.5,999,-1,0,-1
96083,-157.48,102.05,96,1,7,999,-1,0,-1
96084,-76.09,130.53,96,1,15.5,999,-1,0,-1
96085,-124.54,47.15,96,1,18,999,-1,0,-1
96086,-122.47,148.29,96,1,11,999,-1,0,-1
96087,-16.91,25.95,96,1,17.5,999,-1,0,-1
96088,14.11,-3.9,96,1,5,999,-1,0,-1
96089,-77.91,132.6,96,1,14.5,999,-1,0,-1
96090,-104.54,26.51,96,1,23,999,-1,0,-1
96091,-128.34,51.19,96,1,16.5,999,-1,0,-1
96092,-87.81,-35.03,96,1,15,999,-1,0,-1
96093,-97.02,24.48,96,1,20,999,-1,0,-1
96094,-61.97,62.99,96,1,17,999,-1,0,-1
96095,-124.68,45.17,96,1,19,999,-1,0,-1
96096,-74.24,-36.15,96,1,22,999,-1,0,-1
96097,-46.19,-55.46,96,1,16,999,-1,0,-1
96098,-36.85,-79.69,96,1,9.5,999,-1,0,-1
96099,169.16,-143.03,96,1,27,999,-1,1,20370
96100,228.74,-219.73,96,1,3.5,999,-1,0,-1
96101,185.29,-149.62,96,1,17.5,999,-1,0,-1
96102,-68.05,122.34,96,1,15.5,999,-1,0,-1
96103,-59.42,71.08,96,1,26,999,-1,1,20371
96104,-98.72,16.77,96,1,24,999,-1,0,-1
96105,150.8,-101.8,96,1,26,999,-1,1,20372
96106,-47.72,14.19,96,1,2.5,999,-1,0,-1
96107,144.47,-145.54,96,1,7,999,-1,0,-1
96108,120.15,-73.05,96,1,24.5,999,-1,0,-1
96109,-49.2,-35.19,96,1,16.5,999,-1,0,-1
96110,150.67,-123.45,96,1,23.5,999,-1,0,-1
96111,-97.93,-13.04,96,1,21.5,999,-1,0,-1
96112,-141.25,43.2,96,1,8,999,-1,0,-1
96113,183.99,-177.34,96,1,14,999,-1,0,-1
96114,-111.71,5.11,96,1,22,999,-1,0,-1
96115,179.22,-158.96,96,1,23.5,999,-1,0,-1
96116,-12.24,10.12,96,1,12.5,999,-1,0,-1
96117,-130.71,24.61,96,1,8.5,999,-1,0,-1
96118,-76.86,-7.56,96,1,20,999,-1,0,-1
96119,183.85,-174.74,96,1,16.5,999,-1,0,-1
96120,160.24,-155.4,96,1,16,999,-1,0,-1
96121,-58.71,-40.54,96,1,25.5,999,-1,1,20373
96122,-14.38,20.9,96,1,15,999,-1,0,-1
96123,-44.38,63.83,96,1,26.5,999,-1,1,20374
96124,-66.11,73.25,96,1,20.5,999,-1,0,-1
96125,150.05,-106.24,96,1,26.5,999,-1,1,20375
96126,-86.7,127.13,96,1,23,999,-1,0,-1
96127,105.5,-22.27,96,1,6,999,-1,0,-1
96128,-101.8,11.9,96,1,26,999,-1,1,20376
96129,-0.83,1.32,96,1,9,999,-1,0,-1
96130,-30.17,-79.35,96,1,10,999,-1,0,-1
96131,-29.77,-94.97,96,1,11.5,999,-1,0,-1
96132,-107.18,-15.56,96,1,12.5,999,-1,0,-1
96133,-85.73,-17.01,96,1,23.5,999,-1,0,-1
96134,-130.41,147.72,96,1,6.5,999,-1,0,-1
96135,-99.07,8.36,96,1,27.5,999,-1,1,20377
96136,86.95,-63.58,96,1,12.5,999,-1,0,-1
96137,-12.83,34.26,96,1,15.5,999,-1,0,-1
96138,-92.92,-21.73,96,1,20,999,-1,0,-1
96139,-119.21,186.61,96,1,4.5,999,-1,0,-1
96140,-94.48,132.1,96,1,21.5,999,-1,0,-1
96141,-36.14,47.11,96,1,24,999,-1,0,-1
96142,182.35,-177.36,96,1,14,999,-1,0,-1
96143,-109.71,139.46,96,1,15,999,-1,0,-1
96144,-107.6,133.15,96,1,15,999,-1,0,-1
96145,158.45,-110.85,96,1,21.5,999,-1,0,-1
96146,90.99,-62.62,96,1,14,999,-1,0,-1
96147,-105.49,158.09,96,1,9.5,999,-1,0,-1
96148,-155.52,61,96,1,5.5,999,-1,0,-1
96149,-77.93,1.49,96,1,14.5,999,-1,0,-1
96150,-99.93,6.74,96,1,29.5,999,-1,1,20378
96151,169.57,-139.32,96,1,24.5,999,-1,0,-1
96152,-106.76,21.35,96,1,27,999,-1,1,20379
96153,-55.62,-71.69,96,1,12,999,-1,0,-1
96154,82.45,-27.43,96,1,12,999,-1,0,-1
96155,-42.53,82.43,96,1,18,999,-1,0,-1
96156,-40.95,-84.87,96,1,12,999,-1,0,-1
96157,-34.29,76.04,96,1,17,999,-1,0,-1
96158,-43.75,53.26,96,1,22,999,-1,0,-1
96159,150.87,-113.22,96,1,27,999,-1,1,20380
96160,-72.53,103.68,96,1,28.5,999,-1,1,20381
96161,23.73,-35.67,96,1,2.5,999,-1,0,-1
96162,-52.43,-32.81,96,1,18.5,999,-1,0,-1
96163,-87.68,-15.57,96,1,22,999,-1,0,-1
96164,103.52,-61.73,96,1,21,999,-1,0,-1
96165,161.09,-154.05,96,1,22.5,999,-1,0,-1
96166,-7.48,-2.54,96,1,6.5,999,-1,0,-1
96167,-2.31,-137.18,96,1,4,999,-1,0,-1
96168,-70.73,115.21,96,1,21.5,999,-1,0,-1
96169,191.45,-166.44,96,1,16,999,-1,0,-1
96170,200.98,-155.11,96,1,8.5,999,-1,0,-1
96171,71.53,-5.94,96,1,5.5,999,-1,0,-1
96172,132.76,-104.13,96,1,27,999,-1,1,20382
96173,194.81,-189.4,96,1,9,999,-1,0,-1
96174,-101.16,137.53,96,1,15.5,999,-1,0,-1
96175,-35.85,-102.92,96,1,6,999,-1,0,-1
96176,123.74,-74.82,96,1,25.5,999,-1,1,20383
96177,43.31,53.83,96,1,2,999,-1,0,-1
96178,-104.28,115.56,96,1,20.5,999,-1,0,-1
96179,135.97,-88.58,96,1,31.5,999,-1,1,20384
96180,-78.34,-19.3,96,1,23.5,999,-1,0,-1
96181,196.29,-161.09,96,1,13,999,-1,0,-1
96182,165.15,-146.08,96,1,24,999,-1,0,-1
96183,153.43,-138.48,96,1,21.5,999,-1,0,-1
96184,-61.84,-68.62,96,1,9.5,999,-1,0,-1
96185,-67.68,91.94,96,1,26,999,-1,1,20385
96186,-1.6,-129.2,96,1,4,999,-1,0,-1
96187,105.53,-45.28,96,1,14.5,999,-1,0,-1
96188,-96.9,107.96,96,1,20.5,999,-1,0,-1
96189,87.98,-3.82,96,1,5,999,-1,0,-1
96190,123.17,-88.32,96,1,30,999,-1,1,20386
96191,116.59,-93.14,96,1,19.5,999,-1,0,-1
96192,-96.11,135.7,96,1,17,999,-1,0,-1
96193,-100.89,108.22,96,1,18,999,-1,0,-1
96194,-98.05,-3.29,96,1,29.5,999,-1,1,20387
96195,-68,-74.75,96,1,6,999,-1,0,-1
96196,-13.03,-77.27,96,1,5,999,-1,0,-1
96197,-98.14,-16.14,96,1,18.5,999,-1,0,-1
96198,-69.93,89.41,96,1,26.5,999,-1,1,20388
96199,111.24,-88.92,96,1,20,999,-1,0,-1
96200,-73.4,-31.43,96,1,26,999,-1,1,20389
96201,167.18,-144.11,96,1,27.5,999,-1,1,20390
96202,-112.84,147.99,96,1,13.5,999,-1,0,-1
96203,-156.69,65.57,96,1,6,999,-1,0,-1
96204,107.56,-90.69,96,1,11.5,999,-1,0,-1
96205,128.65,-87.66,96,1,28,999,-1,1,20391
96206,-11.53,-112.07,96,1,5.5,999,-1,0,-1
96207,-90.01,120.17,96,1,28.5,999,-1,1,20392
96208,99.22,-52.42,96,1,18,999,-1,0,-1
96209,-110.73,123.56,96,1,14.5,999,-1,0,-1
96210,-11.68,-82.84,96,1,5,999,-1,0,-1
96211,-9.5,2.29,96,1,8.5,999,-1,0,-1
96212,118.01,-59.34,96,1,19.5,999,-1,0,-1
96213,-97.36,99.07,96,1,15,999,-1,0,-1
96214,169.39,-136.18,96,1,24.5,999,-1,0,-1
96215,-131.64,169.64,96,1,3,999,-1,0,-1
96216,135.93,-113.76,96,1,26,999,-1,1,20393
96217,-22.6,-124.18,96,1,2.5,999,-1,0,-1
96218,-55.54,-54.64,96,1,18.5,999,-1,0,-1
96219,-41.48,59.74,96,1,21,999,-1,0,-1
96220,-18.6,-90.09,96,1,9,999,-1,0,-1
96221,169.61,-159.94,96,1,18,999,-1,0,-1
96222,-143.55,51.67,96,1,11,999,-1,0,-1
96223,136.61,-57.86,96,1,4.5,999,-1,0,-1
96224,-53.18,66.79,96,1,30,999,-1,1,20394
96225,-76.96,113.81,96,1,28,999,-1,1,20395
96226,-41.43,78.1,96,1,20.5,999,-1,0,-1
96227,96.36,-44.58,96,1,17.5,999,-1,0,-1
96228,-172.04,96.52,96,1,6,999,-1,0,-1
96229,-93.9,31.42,96,1,13.5,999,-1,0,-1
96230,0.57,0.08,96,1,8.5,999,-1,0,-1
96231,122.89,-73.61,96,1,24,999,-1,0,-1
96232,-116.6,150.56,96,1,12,999,-1,0,-1
96233,-43.94,51.92,96,1,22,999,-1,0,-1
96234,-69.34,-40.85,96,1,27,999,-1,1,20396
96235,130.7,-79.87,96,1,24.5,999,-1,0,-1
96236,-52.84,85.89,96,1,27,999,-1,1,20397
96237,-111.37,71.51,96,1,3.5,999,-1,0,-1
